,0
0,0.004
1,0.004
2,0.004
3,5.003
4,5.003
5,5.003
6,5.003
7,5.003
8,5.003
9,5.003
10,5.003
11,5.003
12,5.003
13,5.003
14,5.003
15,26.002000000000002
16,26.002000000000002
17,31.001
18,31.001
19,31.001
20,31.001
21,31.001
22,31.001
23,226.001
24,226.001
25,226.001
26,226.001
27,226.001
28,226.001
29,226.001
30,226.001
31,226.001
32,226.001
33,31.001
34,31.001
35,31.001
36,31.001
37,226.001
38,226.001
39,226.001
40,226.001
41,226.001
42,226.001
43,226.001
44,226.001
45,226.001
46,226.001
47,31.001
48,31.001
49,31.001
50,31.001
51,31.001
52,26.002000000000002
53,226.001
54,226.001
55,226.001
56,226.001
57,226.001
58,226.001
59,226.001
60,226.001
61,226.001
62,226.001
63,31.001
64,31.001
65,31.001
66,31.001
67,31.001
68,31.001
69,31.001
70,31.001
71,31.001
72,31.001
73,226.001
74,226.001
75,226.001
76,231.0
77,231.0
78,231.0
79,231.0
80,231.0
81,231.0
82,231.0
83,231.0
84,231.0
85,231.0
86,231.0
87,231.0
88,231.0
89,231.0
90,231.0
91,231.0
92,231.0
93,36.0
94,36.0
95,36.0
96,36.0
97,36.0
98,36.0
99,36.0
100,36.0
101,36.0
102,36.0
103,231.0
104,231.0
105,231.001
106,231.001
107,231.001
108,226.002
109,226.002
110,226.002
111,226.002
112,226.002
113,226.002
114,226.002
115,226.002
116,226.002
117,226.002
118,205.00300000000001
119,205.00300000000001
120,205.00300000000001
121,200.004
122,200.004
123,5.0040000000000004
124,5.0040000000000004
125,5.0040000000000004
126,5.0040000000000004
127,5.0040000000000004
128,5.0040000000000004
129,5.0040000000000004
130,5.005
131,5.005
132,5.005
133,5.005
134,5.005
135,5.005
136,5.005
137,10.004
138,10.004
139,10.004
140,10.004
141,10.004
142,10.004
143,205.00400000000002
144,205.00400000000002
145,205.00400000000002
146,205.00400000000002
147,205.00400000000002
148,205.00400000000002
149,205.00400000000002
150,205.00400000000002
151,205.00400000000002
152,205.00400000000002
153,10.004
154,10.004
155,24.002999999999997
156,24.002999999999997
157,219.00300000000001
158,219.00300000000001
159,219.00300000000001
160,219.00300000000001
161,219.00300000000001
162,219.00300000000001
163,219.00300000000001
164,219.00300000000001
165,219.00300000000001
166,219.00300000000001
167,24.002999999999997
168,19.003999999999998
169,19.003999999999998
170,19.003999999999998
171,19.003999999999998
172,19.003999999999998
173,19.003999999999998
174,19.003999999999998
175,19.003999999999998
176,19.003999999999998
177,19.003999999999998
178,19.003999999999998
179,19.003999999999998
180,19.003999999999998
181,19.003999999999998
182,19.003999999999998
183,19.003999999999998
184,19.003999999999998
185,19.003999999999998
186,19.003999999999998
187,214.004
188,214.004
189,214.004
190,214.004
191,214.004
192,214.004
193,414.00300000000004
194,414.00300000000004
195,414.00300000000004
196,414.00300000000004
197,219.00300000000001
198,219.00300000000001
199,219.00300000000001
200,219.00300000000001
201,214.00400000000002
202,219.00300000000001
203,219.00300000000001
204,219.00300000000001
205,219.00300000000001
206,219.00300000000001
207,219.00300000000001
208,24.002999999999997
209,24.002999999999997
210,24.002999999999997
211,24.002999999999997
212,24.002999999999997
213,24.002999999999997
214,24.002999999999997
215,24.002999999999997
216,24.002999999999997
217,24.002999999999997
218,24.002999999999997
219,24.002999999999997
220,24.002999999999997
221,24.002999999999997
222,219.00300000000001
223,414.00300000000004
224,414.00300000000004
225,414.00300000000004
226,414.00300000000004
227,414.00300000000004
228,414.00300000000004
229,414.00300000000004
230,414.00300000000004
231,414.00300000000004
232,219.00300000000001
233,219.00300000000001
234,214.00400000000002
235,219.00300000000001
236,219.00300000000001
237,219.00300000000001
238,24.002999999999997
239,24.002999999999997
240,24.002999999999997
241,24.002999999999997
242,24.002999999999997
243,24.002999999999997
