,0
0,5.002000000000001
1,5.003
2,5.003
3,5.003
4,5.003
5,5.003
6,5.003
7,5.003
8,5.003
9,5.003
10,5.003
11,5.003
12,10.002
13,10.002
14,10.002
15,205.00300000000001
16,205.00300000000001
17,205.00300000000001
18,205.00300000000001
19,205.00300000000001
20,205.00300000000001
21,205.00300000000001
22,205.00300000000001
23,205.00300000000001
24,205.00300000000001
25,205.00300000000001
26,205.00300000000001
27,205.00300000000001
28,205.00300000000001
29,205.00300000000001
30,10.003
31,5.0040000000000004
32,200.004
33,200.004
34,205.00300000000001
35,205.00300000000001
36,205.00300000000001
37,205.00300000000001
38,205.00300000000001
39,205.00300000000001
40,205.00300000000001
41,205.00300000000001
42,10.003
43,15.002000000000002
44,15.002000000000002
45,15.002000000000002
46,15.002000000000002
47,15.002000000000002
48,15.002000000000002
49,15.002000000000002
50,15.002000000000002
51,15.002000000000002
52,15.002000000000002
53,15.002000000000002
54,210.002
55,210.002
56,210.002
57,210.002
58,210.002
59,210.002
60,205.00300000000001
61,205.00300000000001
62,205.00300000000001
63,205.00300000000001
64,10.003000000000002
65,10.003000000000002
66,10.003000000000002
67,10.003000000000002
68,10.003000000000002
69,10.003000000000002
70,10.003000000000002
71,10.003000000000002
72,15.002000000000002
73,15.002000000000002
74,15.002000000000002
75,15.002000000000002
76,15.002000000000002
77,15.002000000000002
78,15.002000000000002
79,15.002000000000002
80,15.002000000000002
81,15.002000000000002
82,15.002000000000002
83,15.002000000000002
84,210.002
85,210.002
86,210.002
87,210.002
88,210.002
89,210.002
90,210.002
91,210.002
92,405.002
93,405.002
94,210.002
95,210.00300000000001
96,210.00300000000001
97,210.00300000000001
98,210.00300000000001
99,210.00300000000001
100,210.00300000000001
101,210.00300000000001
102,15.003
103,10.004000000000001
104,10.004000000000001
105,10.004000000000001
106,10.004000000000001
107,15.003
108,25.002000000000002
109,25.002000000000002
110,25.002000000000002
111,25.002000000000002
112,25.002000000000002
113,25.002000000000002
114,25.002000000000002
115,20.003
116,20.003
117,20.003
118,20.003
119,20.003
120,20.003
121,20.003
122,215.00300000000001
123,215.00300000000001
124,215.00300000000001
125,215.00300000000001
126,215.00300000000001
127,410.00300000000004
128,410.00300000000004
129,410.00300000000004
130,410.00300000000004
131,410.00300000000004
132,215.00300000000001
133,215.00300000000001
134,215.00300000000001
135,215.00300000000001
136,215.00300000000001
137,20.003
138,20.003
139,20.003
140,20.003
141,20.003
142,20.003
143,20.003
144,20.003
145,20.003
146,20.003
147,20.003
148,20.003
149,20.003
150,20.003
151,20.003
152,215.00300000000001
153,215.00300000000001
154,215.00300000000001
155,215.00300000000001
156,215.00300000000001
157,210.00400000000002
158,215.00300000000001
159,215.00300000000001
160,215.00300000000001
161,215.00300000000001
