,0
0,0.007
1,0.007
2,0.007
3,0.007
4,0.007
5,0.007
6,0.007
7,14.006
8,14.006
9,14.006
10,14.006
11,14.006
12,14.006
13,14.006
14,14.006
15,14.006
16,14.006
17,14.006
18,14.006
19,14.006
20,14.006
21,14.006
22,14.006
23,14.006
24,14.006
25,14.006
26,14.006
27,14.006
28,14.006
29,14.006
30,14.006
31,14.006
32,14.006
33,14.006
34,14.006
35,14.006
36,14.006
37,14.006
38,14.006
39,14.006
40,14.006
41,14.006
42,14.006
43,14.006
44,14.006
45,14.006
46,21.005000000000003
47,21.005000000000003
48,21.005000000000003
49,21.005000000000003
50,21.005000000000003
51,21.005000000000003
52,21.005000000000003
53,21.005000000000003
54,21.005000000000003
55,21.005000000000003
56,21.005000000000003
57,21.005000000000003
58,21.005000000000003
59,21.005000000000003
60,21.005000000000003
61,21.005000000000003
62,21.005000000000003
63,21.005000000000003
64,21.005000000000003
65,21.005000000000003
66,21.005000000000003
67,21.005000000000003
68,21.005000000000003
69,21.005000000000003
70,21.005000000000003
71,21.005000000000003
72,21.005000000000003
73,21.005000000000003
74,21.005000000000003
75,21.005000000000003
76,21.005000000000003
77,21.005000000000003
78,21.005000000000003
79,21.005000000000003
80,21.005000000000003
81,21.005000000000003
82,26.004000000000005
83,26.004000000000005
84,26.004000000000005
85,31.003
86,31.003
87,31.003
88,31.003
89,31.003
90,31.003
91,31.003
92,31.003
93,31.003
94,36.002
95,36.002
96,36.002
97,36.003
98,36.003
99,36.003
100,38.003
101,38.003
102,38.003
103,38.003
104,38.003
105,38.003
106,38.003
107,38.003
108,38.003
109,38.003
110,38.003
111,38.003
112,31.004
113,31.004
114,31.004
115,31.004
116,31.004
117,31.004
118,31.004
119,31.004
120,31.004
121,26.005
122,26.005
123,26.005
124,26.005
125,26.005
126,26.005
127,26.005
128,26.005
129,26.005
130,26.005
131,26.005
132,26.005
133,26.005
134,26.005
135,26.005
136,31.004
137,31.004
138,31.004
139,31.004
140,31.004
141,31.004
142,31.005
143,31.005
144,31.005
145,31.005
146,31.005
147,31.005
148,31.005
149,31.005
150,31.005
151,31.005
152,31.005
153,31.005
154,31.005
155,31.005
156,31.005
157,31.005
158,31.006
159,31.006
160,31.006
161,31.006
162,31.006
163,31.006
164,31.006
165,31.006
166,31.006
167,31.006
168,31.006
169,31.006
170,31.006
171,31.006
172,31.006
173,31.006
174,31.006
175,31.006
176,31.006
177,31.006
178,31.006
179,31.006
180,31.006
181,31.006
182,31.006
183,31.006
184,31.006
185,31.006
186,31.006
187,31.006
188,31.006
189,31.006
190,31.006
191,31.006
192,31.006
193,31.006
194,31.006
195,31.006
196,31.006
197,26.007
198,26.007
199,26.007
200,26.007
201,26.007
202,26.007
203,26.007
204,26.007
205,26.007
206,26.007
207,26.007
208,31.006
209,31.006
210,31.006
211,31.006
212,31.006
213,31.006
214,38.005
215,38.005
216,38.005
217,38.005
218,38.005
219,38.005
220,38.005
221,38.005
222,38.005
223,38.005
224,38.005
225,38.005
226,38.005
227,38.005
228,38.005
229,38.005
230,38.005
231,38.005
232,38.005
233,38.005
234,38.005
235,38.005
236,38.005
237,38.005
238,38.005
239,52.00399999999999
240,52.00399999999999
241,52.00399999999999
242,47.004999999999995
243,47.004999999999995
244,47.004999999999995
245,47.004999999999995
246,47.004999999999995
247,47.004999999999995
248,47.004999999999995
249,47.004999999999995
250,47.004999999999995
251,47.004999999999995
252,47.004999999999995
