,0
0,0.005
1,0.005
2,0.005
3,0.005
4,0.005
5,0.005
6,0.005
7,0.005
8,5.004
9,5.004
10,5.004
11,5.004
12,15.003
13,15.003
14,15.003
15,15.003
16,15.003
17,15.003
18,15.003
19,15.003
20,15.003
21,15.003
22,15.003
23,15.003
24,15.003
25,15.003
26,15.003
27,15.003
28,410.002
29,410.002
30,410.002
31,410.002
32,410.002
33,410.002
34,410.002
35,410.002
36,410.002
37,410.002
38,215.002
39,210.00300000000001
40,210.00300000000001
41,210.00300000000001
42,210.00300000000001
43,20.002
44,20.002
45,20.002
46,20.002
47,20.002
48,20.002
49,20.002
50,20.002
51,20.002
52,20.002
53,20.002
54,20.002
55,20.002
56,20.002
57,20.002
58,215.002
59,215.002
60,215.002
61,215.002
62,215.002
63,410.002
64,410.002
65,410.00300000000004
66,410.00300000000004
67,410.00300000000004
68,410.00300000000004
69,410.00300000000004
70,410.00300000000004
71,410.00300000000004
72,410.00300000000004
73,20.003
74,20.003
75,20.003
76,20.003
77,20.003
78,20.003
79,20.003
80,20.003
81,20.003
82,20.003
83,20.003
84,20.003
85,20.003
86,20.003
87,20.003
88,210.00400000000002
89,210.00400000000002
90,210.00400000000002
91,210.00400000000002
92,210.00400000000002
93,210.00400000000002
94,210.00400000000002
95,210.00400000000002
96,210.00400000000002
97,210.00400000000002
98,210.00400000000002
99,210.00400000000002
100,210.00400000000002
101,210.00400000000002
102,210.00400000000002
103,15.003999999999998
104,15.003999999999998
105,15.003999999999998
106,15.003999999999998
107,15.003999999999998
108,15.003999999999998
109,15.003999999999998
110,15.003999999999998
111,15.003999999999998
112,15.003999999999998
113,15.003999999999998
114,15.003999999999998
115,20.003
116,20.003
117,20.003
118,215.00300000000001
119,215.00300000000001
120,215.00300000000001
121,215.00300000000001
122,215.00300000000001
123,215.00300000000001
124,215.00300000000001
125,215.00300000000001
126,215.00300000000001
127,215.00300000000001
128,215.00300000000001
129,215.00300000000001
130,215.00300000000001
131,215.00300000000001
132,215.00300000000001
133,20.003
134,20.003
135,215.00300000000001
136,215.00300000000001
137,215.00300000000001
138,215.00300000000001
139,215.00300000000001
140,215.00300000000001
141,215.00300000000001
142,215.00300000000001
143,215.00300000000001
144,215.00300000000001
145,20.003
146,20.003
147,20.003
148,215.00300000000001
149,215.00300000000001
150,215.00300000000001
151,215.00300000000001
152,215.00300000000001
153,215.00300000000001
154,215.00300000000001
155,215.00300000000001
156,215.00300000000001
157,215.00300000000001
158,215.00300000000001
159,215.00300000000001
160,215.00300000000001
161,215.00300000000001
162,215.00300000000001
163,20.003
164,20.003
165,215.00300000000001
166,215.00300000000001
167,215.00300000000001
168,15.003999999999998
169,15.003999999999998
170,15.003999999999998
171,15.003999999999998
172,15.003999999999998
173,15.003999999999998
174,15.003999999999998
175,15.003999999999998
176,41.002
177,41.002
178,236.002
179,236.002
180,236.002
181,236.002
182,236.002
183,236.002
184,236.002
185,236.002
186,236.002
187,215.00300000000001
188,215.00300000000001
189,215.00300000000001
190,215.00300000000001
191,215.00300000000001
192,215.00300000000001
193,20.003
194,20.003
195,20.003
196,215.00300000000001
197,215.00300000000001
198,215.00300000000001
199,215.00300000000001
200,215.00300000000001
201,215.00300000000001
202,215.00300000000001
203,215.00300000000001
204,215.00300000000001
205,215.00300000000001
206,20.003
207,20.003
208,215.00300000000001
209,210.00400000000002
210,210.00400000000002
211,210.00400000000002
212,210.00400000000002
213,210.00400000000002
214,215.00300000000001
215,215.00300000000001
216,215.00300000000001
217,215.00300000000001
218,215.00300000000001
219,205.00400000000002
220,205.00400000000002
221,205.00400000000002
222,205.00400000000002
223,10.004
224,10.004
225,10.004
226,10.004
227,10.004
228,10.004
229,10.004
230,10.004
231,10.004
232,10.004
233,10.004
234,205.00400000000002
235,205.00400000000002
236,205.00400000000002
237,205.00400000000002
238,400.004
239,400.004
240,400.004
241,400.004
242,400.004
243,400.004
244,205.00400000000002
245,205.00400000000002
246,205.00400000000002
247,205.00400000000002
248,205.00400000000002
249,205.00400000000002
250,205.00400000000002
251,205.00400000000002
252,205.00400000000002
253,10.004
254,10.004
255,10.004
256,10.004
257,10.004
258,10.004
259,10.004
260,10.004
261,5.005
262,5.005
263,5.005
264,205.00400000000002
265,205.00400000000002
266,205.00400000000002
267,205.00400000000002
268,400.004
269,400.004
270,400.004
271,400.004
272,400.004
273,400.004
274,400.004
275,400.004
276,400.004
277,400.004
278,400.004
279,205.00400000000002
280,205.00400000000002
281,215.00300000000001
282,215.00300000000001
283,20.003
284,20.003
285,20.003
286,20.003
287,20.003
288,20.003
289,20.003
290,20.003
291,20.003
292,20.003
293,20.003
294,215.00300000000001
295,215.00300000000001
296,215.00300000000001
297,222.002
298,417.002
299,417.002
300,417.002
301,417.002
302,417.002
303,417.002
304,417.002
305,417.002
306,417.002
307,417.002
308,217.003
309,217.003
310,217.003
311,217.003
312,217.003
313,22.003
314,22.003
315,22.003
316,222.002
317,222.002
318,222.002
319,222.002
320,222.002
321,222.002
322,222.002
323,222.002
324,222.002
325,222.002
326,222.002
327,222.002
328,417.002
329,417.002
330,417.002
331,222.002
332,215.00300000000001
333,215.00300000000001
334,215.00300000000001
335,215.00300000000001
336,215.00300000000001
